name,photo,qualification,work_experience,current_position,current_employer,field_of_expertise,skills,average_rating,id,description,previous_employer_1,previous_employer_2,address_1,address_2
Ryan Adams,https://placekitten.com/965/101,BSc in Computer Science,2,Principal Blockchain Developer,Mills-Johnson,Decentralized Applications (DApps),"Hyperledger, Consensus Algorithms, Bitcoin, Solidity, Cryptography",3.4,1182,No description available,"Johns, Ward and Mccormick",Gilbert PLC,"7400 Meyer Grove
Richardsmouth, MN 03473","153 Smith Street Suite 595
New Andrewborough, DE 29933"
Karen Rasmussen,https://placekitten.com/952/858,BSc in Computer Science,28,Mobile App Developer,Vasquez LLC,Android Development,"React Native, Mobile UI Design, Java, iOS Development, Swift",2.4,1183,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.","Banks, Holland and Wallace",Martinez LLC,"68890 Mcintyre Vista Suite 745
Lake Steven, IA 28923","627 Hanson Rest Suite 438
Newmanland, ND 52176"
Ellen Perez,https://dummyimage.com/814x902,BSc in Computer Science,3,Senior Mobile App Developer,Hester-Curtis,Mobile App Development,"Kotlin, React Native, Android Development, Flutter, Mobile UI Design",2.4,1184,No description available,"Gross, Collins and Moran",Chandler PLC,"8891 Amy Unions Suite 719
Leonstad, NV 07472","4123 Melissa Ramp Apt. 096
Port Samanthastad, WV 90224"
Miranda Silva,https://placekitten.com/695/770,BSc in Information Systems,35,Systems Analyst,Jordan-Brown,System Integration,"System Analysis, Technical Documentation, Requirements Gathering, Process Improvement, System Integration",4.6,1185,Experienced in analyzing and improving system processes to enhance business operations.,"Wolfe, Freeman and Smith","Snyder, Williams and Wilson","5360 Harris Junction Apt. 657
Coxville, MD 97310","PSC 9583, Box 3224
APO AP 63093"
Jennifer Martinez,https://picsum.photos/927/638,BSc in Cybersecurity,8,Cybersecurity Expert,Carter and Sons,Network Security,"Security Information and Event Management (SIEM), Penetration Testing, Ethical Hacking, Incident Response, Vulnerability Assessment",4.6,1186,"Specialist in protecting systems, networks, and data from cyber threats and vulnerabilities.",Jones Group,Wells-Castillo,"63993 Ramirez Fields
Kimberlyland, TN 54632","469 Lori Courts
Hintonton, AL 46070"
Justin Ingram,https://picsum.photos/714/568,MSc in Information Technology,5,DevOps Engineer,"Smith, Baker and Fernandez",Automation,"CI/CD, Docker, Ansible, AWS, Shell Scripting",4.8,1187,"Expert in automation, continuous integration, and efficient deployment processes.",Lane Group,Alexander-Ingram,"9373 Tina Causeway Apt. 599
New Rachel, GA 77829","9586 Justin Heights Suite 120
Lake Charlesville, KS 24559"
Joseph Brown,https://placekitten.com/310/361,BSc in Business Administration,6,Principal Product Manager,Dorsey-Smith,Product Management,"Product Lifecycle Management, Stakeholder Management, Market Research, User Experience, Agile",2.4,1188,No description available,Crane-Roberson,Knox-Lewis,"1096 Smith Harbor Apt. 448
Christyshire, RI 44216","1322 Horton Ramp
Ellenmouth, NE 79150"
Makayla Acevedo,https://dummyimage.com/352x256,BSc in Computer Science,1,Senior Frontend Developer,Lee Group,Frontend Development,"UI/UX Design, HTML, Responsive Design, Angular, CSS",3.7,1189,No description available,Gray-Williams,"Cox, Bullock and Bass","3176 Eddie Points
West Lisa, NE 23448","83532 Kelley Vista
Port Kathryntown, NV 78654"
Margaret Garrison,https://placekitten.com/262/216,BSc in Computer Science,36,Senior Mobile App Developer,Ramirez-Townsend,Android Development,"iOS Development, Kotlin, React Native, Mobile UI Design, Java",1.9,1190,No description available,Schaefer PLC,Graham-Chandler,"PSC 0448, Box 9662
APO AP 78710","776 Morgan Court Apt. 384
Carterfurt, CO 67475"
Linda Jackson,https://placekitten.com/28/994,PhD in Computer Science,7,Senior AI Scientist,Stanton Group,Artificial Intelligence,"Deep Learning, Natural Language Processing, Machine Learning, Python, Algorithm Development",2.7,1191,No description available,Lewis Inc,"Krueger, Price and Vazquez","92502 Johnson Cape Suite 233
North Heatherfurt, IA 78790","4304 Copeland Station
Nathanielville, KS 25057"
Cynthia Rios,https://placekitten.com/402/941,MSc in Computer Science,12,Backend Developer,Lee-Butler,Database Management,"Node.js, SQL, NoSQL Databases, REST APIs, Backend Development",4.1,1192,"Expert in server-side development, databases, and API integration to support frontend applications.","Quinn, Dyer and Morris",Ramirez LLC,"82717 Wheeler Flat
Amyside, WV 62979","34233 Robert Avenue Apt. 360
Lake Stevenshire, KY 56063"
Anna Scott,https://picsum.photos/612/851,BSc in Computer Science,20,Principal Blockchain Developer,Gutierrez-Smith,Cryptography,"Solidity, Smart Contracts, Consensus Algorithms, Blockchain Development, Cryptography",2.2,1193,No description available,"Gamble, Hoffman and Curtis",Contreras-Cooper,"107 Osborn Cliff
Port Peterton, MI 45417","4467 Penny Ridges
Lake Gary, WV 24130"
Annette Navarro,https://picsum.photos/742/75,MSc in Data Science,16,Senior Data Scientist,Carney Group,Big Data,"Big Data, Data Visualization, Python, R, SQL",3.0,1194,No description available,Nelson Group,Bradley and Sons,"648 Timothy Island Suite 733
Kevinchester, CA 35121","10537 Johnson Mission
Hillport, FL 60222"
Autumn Miller,https://placekitten.com/459/885,MSc in Data Science,20,Principal Data Scientist,Johnson Inc,Predictive Analytics,"Data Visualization, Data Mining, Big Data, Python, R",2.3,1195,No description available,"Middleton, Allen and Smith",Lopez-Frost,"1608 Christopher Meadows Apt. 079
Port Rachelmouth, IL 85558","8238 Jonathan Squares
Lake Pamela, OR 86184"
Michael Sweeney,https://placekitten.com/915/926,PhD in Computer Science,32,Principal AI Researcher,"Velez, Frazier and Perez",Deep Learning,"Reinforcement Learning, Computer Vision, PyTorch, TensorFlow, Python",3.5,1196,No description available,Huffman LLC,"Smith, Johnson and Rice","59336 Hughes Gateway Suite 486
Laurenfort, ID 91078","20589 Gomez Spurs Suite 283
South John, OH 06165"
Tammy Thomas,https://dummyimage.com/820x588,BSc in Cybersecurity,35,Cybersecurity Expert,Perkins-Dalton,Network Security,"Ethical Hacking, Cryptography, Penetration Testing, Network Security, Vulnerability Assessment",4.3,1197,"Specialist in protecting systems, networks, and data from cyber threats and vulnerabilities.",Huff-Nelson,Erickson LLC,"11994 Carr Roads
Ericland, NJ 19049","USCGC Turner
FPO AA 65335"
Jackie Taylor,https://dummyimage.com/677x105,BSc in Data Science,1,Principal Data Scientist,Davies-Conner,Big Data,"Data Visualization, Statistics, SQL, Python, Data Mining",3.2,1198,No description available,Barrett-Lewis,"Manning, Wright and Shaw","649 Baker Station Apt. 020
Port Lindamouth, TX 86588","67153 Julie Villages Apt. 708
Shafferton, IL 29428"
Carolyn Hill MD,https://dummyimage.com/890x36,MSc in Computer Science,17,Principal Full Stack Developer,Duarte Inc,Frontend and Backend Integration,"SQL, Node.js, React, HTML, Angular",2.9,1199,No description available,Davis-Simmons,Walker-Cunningham,"20510 Benjamin Centers
Port Andrew, NE 98396","80401 Willie Cape
Port Jamesfurt, VA 85516"
Zachary Waller,https://placekitten.com/253/788,MSc in Data Engineering,14,Principal Data Engineer,Mccullough Group,ETL Processes,"Apache Spark, Data Pipeline Development, Python, Big Data, Data Warehousing",2.7,1200,No description available,Bailey-Smith,Sherman-Smith,"5020 Russell Roads
Matthewburgh, WA 53748","956 Valenzuela Light
Malonechester, GA 01044"
Mr. Daniel Estrada,https://placekitten.com/678/379,MSc in Data Science,1,Senior Data Scientist,Baker Group,Data Science,"Big Data, SQL, Data Visualization, Natural Language Processing, R",2.7,1201,No description available,Thompson Inc,Ramirez LLC,"2439 Levy Mountains
Weeksshire, OH 82127","3600 Bradley Tunnel
New Stephanie, ND 11405"
Peggy Hernandez,https://picsum.photos/322/233,BSc in Cybersecurity,6,Principal Cybersecurity Specialist,Morris Ltd,Threat Intelligence,"Penetration Testing, Network Security, Ethical Hacking, Firewall Management, Security Information and Event Management (SIEM)",2.8,1202,No description available,"Vega, Patel and Perry","Lane, Arias and Crosby","USNS Mccormick
FPO AA 44563","Unit 3580 Box 5691
DPO AP 22674"
Scott Brooks,https://placekitten.com/167/1020,BSc in Computer Science,31,Mobile App Developer,Burns PLC,Android Development,"Swift, Kotlin, Flutter, Android Development, Java",2.8,1203,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.",Dixon-Sanchez,Adams LLC,"PSC 3313, Box 0431
APO AA 19862","USNV Graham
FPO AA 85621"
Courtney Morris,https://picsum.photos/68/216,BSc in Business Administration,23,Senior Product Manager,Wade-Sandoval,Product Management,"Market Research, Agile, Project Management, Stakeholder Management, Product Roadmap",3.4,1204,No description available,Johnson-Parker,Simpson-Sullivan,"40523 Kennedy Road Suite 599
East Carlos, ME 25397","56576 Abbott Wells Apt. 348
Jeffreychester, DE 58769"
Erica Butler MD,https://picsum.photos/348/862,PhD in Artificial Intelligence,25,Senior AI Scientist,Dunlap-Morales,Artificial Intelligence,"Natural Language Processing, TensorFlow, Deep Learning, Computer Vision, PyTorch",4.1,1205,No description available,Mckinney and Sons,Moreno-Hampton,"6185 Reyes Fall Apt. 946
Reidmouth, NJ 52729","0494 Gomez Prairie Suite 864
Maryberg, CA 73680"
Jennifer Smith,https://picsum.photos/1022/799,MSc in Computer Science,4,Senior Mobile App Developer,Roberts-Bowman,Android Development,"React Native, Java, Kotlin, Cross-Platform Development, Android Development",3.2,1206,No description available,Buckley PLC,Griffin LLC,"1223 Hughes Summit Apt. 888
South Coryland, MA 86489","4796 Sarah Valley
Port Andrew, TN 52939"
David Hamilton,https://dummyimage.com/841x38,BSc in Information Technology,2,Senior DevOps Engineer,Franklin Ltd,Cloud Computing,"Terraform, Linux, CI/CD, Azure, Ansible",4.6,1207,No description available,Patterson Group,"Robbins, Moore and Lopez","19921 Paul Way
New Jamesside, GA 78272","USNS Allen
FPO AA 12652"
Sabrina Kennedy,https://placekitten.com/187/833,BSc in Computer Science,28,Frontend Developer,"Mcmahon, Barnes and James",UI/UX Design,"React, Angular, JavaScript, UI/UX Design, CSS",1.8,1208,Proficient in creating engaging and responsive user interfaces using modern web technologies.,Johnson-Little,Rowe and Sons,"432 Heather Ranch
Port Patrick, AS 56042","6111 Chelsea Flat
Lake Caitlin, TX 93305"
Jennifer Williams,https://dummyimage.com/304x428,MSc in Data Engineering,19,Principal Data Engineer,Briggs-Weiss,Data Pipeline Development,"Apache Spark, Data Warehousing, Hadoop, Python, ETL",3.2,1209,No description available,Fischer PLC,Wolfe and Sons,"572 Larry Coves
Hubbardville, PR 54590","9528 Jill Locks Apt. 488
Jeremychester, KY 43178"
Renee Gordon,https://placekitten.com/801/779,MSc in Network Engineering,29,Senior Network Engineer,"Sanders, Davis and Harris",Network Design,"Wireless Networking, TCP/IP, Network Design, Network Troubleshooting, Firewall Configuration",1.7,1210,No description available,Santiago Inc,"Crawford, Rogers and Vargas","340 Woods Bridge
Timothytown, FL 95410","18207 Nicholas Road
Shannonton, ND 97070"
Julie Lambert,https://picsum.photos/393/615,BSc in Computer Science,35,Senior Software Engineer,"Dennis, Anderson and Gibson",Software Engineering,"Java, C++, Database Management, Software Design, Python",2.4,1211,"Seasoned software engineer with expertise in software design, development, and system architecture.",Baker-Buck,"Brady, Rogers and Velazquez","2029 Marisa Center
Elliottview, CT 85185","232 Wilson Pine Apt. 969
West John, NE 46487"
Teresa Smith,https://placekitten.com/347/108,PhD in Data Science,1,Senior Data Scientist,"James, Gill and Williams",Machine Learning,"Data Mining, Natural Language Processing, R, Machine Learning, SQL",2.7,1212,No description available,"Meyer, Willis and Robertson","Butler, Hines and Jimenez","30851 Kim Knoll
Rachelland, MD 69041","09788 Riggs Trail Suite 662
Justinchester, LA 69585"
Mr. Eric Lopez,https://picsum.photos/348/774,PhD in Computer Science,1,Lead Software Developer,Ford Group,System Design,"Database Management, Agile Methodologies, API Development, Software Design, System Architecture",2.6,1213,No description available,Kerr-Jones,Herring Group,"0023 Wong Views
West Michellefurt, MO 24091","9597 Erica Mews
South Dylan, NC 70945"
Amanda Long,https://picsum.photos/78/938,MSc in Information Technology,17,Principal DevOps Engineer,Mckenzie-Lewis,Infrastructure as Code,"AWS, Ansible, CI/CD, Azure, Terraform",5.0,1214,No description available,"Wilson, Brooks and Martinez",Robinson Group,"757 Williams Divide Suite 311
Port Julie, AZ 56030","56026 Chase Mountains Apt. 817
Port Tracyshire, FL 36466"
Maria Johnston,https://picsum.photos/921/979,MSc in Data Science,14,Data Scientist,Knight Inc,Machine Learning,"Python, Statistics, Data Mining, Natural Language Processing, Machine Learning",3.3,1215,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Wilson-Wilkins,Barnes Group,"4848 Thompson Trafficway Suite 602
East Haroldport, PR 26948","596 Campbell Shoals
North Daisy, DC 59281"
Keith Edwards,https://dummyimage.com/590x234,MSc in Computer Science,13,Mobile App Developer,Proctor-Blackwell,Cross-Platform Development,"iOS Development, React Native, Mobile UI Design, Java, Flutter",3.5,1216,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.",Mcknight Group,"Griffin, Jacobson and Johnson","59738 Combs Walks Suite 375
North Danaview, WY 78633","36639 Morris Loop Apt. 129
Williamton, NE 10829"
Caleb Craig,https://placekitten.com/579/637,MSc in Cybersecurity,11,Cybersecurity Expert,Costa-Martin,Cybersecurity,"Vulnerability Assessment, Cryptography, Incident Response, Penetration Testing, Security Information and Event Management (SIEM)",2.4,1217,"Specialist in protecting systems, networks, and data from cyber threats and vulnerabilities.","Martinez, Jackson and Travis",Levine and Sons,"11596 Travis Ridge Apt. 444
Matthewburgh, SC 43196","04128 Christine Ridges
Atkinshaven, AR 24106"
Mrs. Rachel Arnold,https://picsum.photos/656/400,MSc in Computer Science,8,Senior Full Stack Developer,"Ho, Hawkins and Olsen",API Development,"Node.js, REST APIs, HTML, Full Stack Development, CSS",1.2,1218,No description available,"Saunders, Nichols and Blake","Moore, Kemp and Griffith","0514 Lee Pines Suite 285
Jordanshire, MA 24375","5881 Rodriguez Mount Suite 329
New Johnborough, WI 57654"
Robert Gordon,https://dummyimage.com/135x381,BSc in Computer Science,33,Blockchain Developer,Collins Ltd,Blockchain Technology,"Bitcoin, Blockchain Development, Cryptography, Distributed Systems, Consensus Algorithms",3.9,1219,"Experienced in developing and implementing blockchain solutions, including smart contracts and decentralized applications.",Figueroa-Martin,"Saunders, Kim and Wells","163 Elizabeth Roads
New Connorburgh, VT 38577","95049 Robert Rapids Suite 347
New Nataliefurt, CA 78829"
David Zuniga,https://picsum.photos/313/212,MSc in Computer Science,22,Mobile App Developer,Mcbride LLC,Android Development,"Java, iOS Development, Kotlin, React Native, Mobile UI Design",2.1,1220,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.","Sims, Adams and Patterson","Castro, Schroeder and Baker","050 Mark Loaf
East Catherineville, NM 21438","1921 Chad Streets
Davidville, CT 52313"
